# Current work path is /home/xhhu/tmp/web/public/work
# Action is figure5_permute_kim with parameter 8_2_200
Encode	FitModel	FitWin	Model	ScanWin	Total	fold_1	fold_2	fold_3	fold_4	fold_5	
SeqBinary	MixPoiLin	2	learn_domain_forest.R	150	0.714118172136161	0.736029594594166	0.719238831220283	0.704854832381312	0.701680477600116	0.710599432353796	
SeqBinary	MixPoiLin	2	learn_domain_forest.R	160	0.722132837446312	0.697521474047976	0.734048097443026	0.732850852131271	0.725554252515516	0.724820839634425	
SeqBinary	MixPoiLin	2	learn_domain_forest.R	170	0.712609896521473	0.708282188104842	0.721304832504503	0.707847319922315	0.698178007460702	0.729863796661716	
SeqBinary	MixPoiLin	2	learn_domain_forest.R	180	0.712855879134844	0.701913945854117	0.704447772622592	0.715224241002292	0.741044656472896	0.701290781933646	
SeqBinary	MixPoiLin	2	learn_domain_forest.R	190	0.707565266976659	0.717240977212864	0.690994757856305	0.725813473158223	0.731241118497764	0.676949858669187	
SeqBinary	MixPoiLin	2	learn_domain_forest.R	200	0.704614130337508	0.717846515926435	0.696045751825117	0.671044808641111	0.70861737602639	0.736308075550268	
ProbVS	MixPoiLin	2	learn_domain_forest.R	10	0.63087625137144	0.635214783019308	0.626488927433863	0.633097043669013	0.633230021433747	0.626660172122118	
ProbVS	MixPoiLin	2	learn_domain_forest.R	20	0.692189417069758	0.707436197188942	0.688492849273999	0.677341418946893	0.698147250029998	0.69089338717476	
ProbVS	MixPoiLin	2	learn_domain_forest.R	30	0.735804237521624	0.743500219987999	0.748264808181776	0.739175362620456	0.740008664025011	0.708757736731809	
ProbVS	MixPoiLin	2	learn_domain_forest.R	40	0.762346891435304	0.774540529944048	0.73932339697574	0.753509196965045	0.788148003231611	0.760189602880245	
ProbVS	MixPoiLin	2	learn_domain_forest.R	50	0.779388617557209	0.775860908469191	0.801392276580765	0.788815281545461	0.782721242233621	0.750800625685154	
ProbVS	MixPoiLin	2	learn_domain_forest.R	60	0.786378577222241	0.776798166148692	0.82107349086068	0.769102115577304	0.794752879176472	0.776331948422497	
ProbVS	MixPoiLin	2	learn_domain_forest.R	70	0.787228241951165	0.800179301521434	0.771328737791915	0.777763159975598	0.796111507180661	0.796137305426591	
ProbVS	MixPoiLin	2	learn_domain_forest.R	80	0.785247717851915	0.781228253121766	0.786979772962483	0.77692900415879	0.790462640094279	0.793687389327346	
ProbVS	MixPoiLin	2	learn_domain_forest.R	90	0.778547353582093	0.793172170129389	0.801887337642351	0.779226923513501	0.766662775462005	0.753989430273762	
ProbVS	MixPoiLin	2	learn_domain_forest.R	100	0.774601071838742	0.77043918805618	0.789677066089528	0.74840490074987	0.789015210206856	0.791350394093515	
ProbVS	MixPoiLin	2	learn_domain_forest.R	110	0.765300338699166	0.776395857548591	0.772745027706165	0.792835678267418	0.75339565921728	0.740952286065205	
ProbVS	MixPoiLin	2	learn_domain_forest.R	120	0.75440285170573	0.750795044679352	0.778848909694836	0.755693521052603	0.738208569625047	0.746876389109397	
ProbVS	MixPoiLin	2	learn_domain_forest.R	130	0.747216925726916	0.738874738833218	0.743621041642227	0.77196959305909	0.731602550247578	0.756419312365945	
ProbVS	MixPoiLin	2	learn_domain_forest.R	140	0.735695002917793	0.733361925897701	0.746693798786125	0.734942816861541	0.741084739189618	0.729941678185629	
ProbVS	MixPoiLin	2	learn_domain_forest.R	150	0.735033588843754	0.722507548039065	0.743631577727151	0.708511289229499	0.754363529940194	0.755875260510882	
ProbVS	MixPoiLin	2	learn_domain_forest.R	160	0.731264775544374	0.748601615807307	0.71429016318819	0.753047866698766	0.752162466579752	0.700199899849875	
ProbVS	MixPoiLin	2	learn_domain_forest.R	170	0.725851365717548	0.712564334372731	0.719223742560106	0.726154327851683	0.781061978451653	0.709597498747972	
ProbVS	MixPoiLin	2	learn_domain_forest.R	180	0.731755318659499	0.759649450201986	0.760236126093731	0.690491674467712	0.699820813587718	0.773338781358714	
ProbVS	MixPoiLin	2	learn_domain_forest.R	190	0.725990597216304	0.739111480554111	0.748322314990806	0.723382766629832	0.714417901891925	0.712956495786848	
ProbVS	MixPoiLin	2	learn_domain_forest.R	200	0.730513945087728	0.725908720123162	0.712667652636458	0.715498749739172	0.736450213345764	0.777521899167163	
PARS	MixPoiLin	2	learn_domain_forest.R	10	0.587888380825707	0.588530152392755	0.589482684881945	0.593467165340271	0.590913844855798	0.576015006202524	
PARS	MixPoiLin	2	learn_domain_forest.R	20	0.67034272662381	0.678273292155606	0.664978006626731	0.661347687906959	0.673385278220905	0.674535675860931	
PARS	MixPoiLin	2	learn_domain_forest.R	30	0.712989395339947	0.716845293676542	0.715154937294646	0.706116700480734	0.703664247035815	0.726716838876232	
PARS	MixPoiLin	2	learn_domain_forest.R	40	0.736723180408571	0.735390901318727	0.726006516092328	0.738044394544099	0.746374416541004	0.741890237301482	
PARS	MixPoiLin	2	learn_domain_forest.R	50	0.750145777679983	0.730320666124319	0.742833202662574	0.754251539350379	0.764864660999288	0.768190852946176	
PARS	MixPoiLin	2	learn_domain_forest.R	60	0.755107865928781	0.763674687317087	0.765586752781218	0.735562958024523	0.770413595543563	0.746752491632373	
PARS	MixPoiLin	2	learn_domain_forest.R	70	0.754153842243667	0.781102202821512	0.723889959957926	0.748162344506236	0.772088958821169	0.755515935313308	
PARS	MixPoiLin	2	learn_domain_forest.R	80	0.749511770462506	0.760937056015796	0.726950634436015	0.764794870321361	0.742174244020026	0.755408482273748	
PARS	MixPoiLin	2	learn_domain_forest.R	90	0.748331585237577	0.756997720167081	0.753833868882733	0.761990935794752	0.724419098032481	0.747824418331307	
PARS	MixPoiLin	2	learn_domain_forest.R	100	0.748925060524148	0.750123669236157	0.777851598714477	0.719064517081585	0.754375651058698	0.758790421662601	
PARS	MixPoiLin	2	learn_domain_forest.R	110	0.739613458292999	0.734427236023896	0.756882180386054	0.760369005404787	0.730882670617136	0.716552694229796	
PARS	MixPoiLin	2	learn_domain_forest.R	120	0.728377812553482	0.749053822129163	0.725692920241853	0.715540325455632	0.72327788915541	0.732796605882264	
PARS	MixPoiLin	2	learn_domain_forest.R	130	0.724010352884822	0.707238883930382	0.733258846148699	0.721822967866002	0.734798235474713	0.725110046932405	
PARS	MixPoiLin	2	learn_domain_forest.R	140	0.715815417052617	0.715620326703396	0.723880643437586	0.675480090298579	0.765472055907188	0.717250382692496	
PARS	MixPoiLin	2	learn_domain_forest.R	150	0.709007603921997	0.693613461454796	0.728115553749316	0.703001146502658	0.731968538422453	0.698938654464481	
PARS	MixPoiLin	2	learn_domain_forest.R	160	0.707429562424218	0.676827123146932	0.718390670275668	0.728508062060024	0.712218808848574	0.712545392255908	
PARS	MixPoiLin	2	learn_domain_forest.R	170	0.698137734101711	0.697887716590041	0.699398812553842	0.714979865278271	0.702684156430363	0.693479760696375	
PARS	MixPoiLin	2	learn_domain_forest.R	180	0.694822858814524	0.71626087625457	0.704385834761773	0.686844367776816	0.685025677067992	0.69040556054217	
PARS	MixPoiLin	2	learn_domain_forest.R	190	0.688600632873305	0.687632918184183	0.716413543328678	0.685581804369469	0.679816114850389	0.683633128271061	
PARS	MixPoiLin	2	learn_domain_forest.R	200	0.682766054876891	0.678138867647455	0.702056390356309	0.657599499209799	0.693659112911901	0.722706722189173	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	10	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	20	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	30	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	40	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	50	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	60	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	70	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	80	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	90	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	100	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	110	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	120	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	130	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	140	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	150	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	160	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	170	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	180	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	190	0.5	0.5	0.5	0.5	0.5	0.5	
SeqRatio	MixPoiLin	2	learn_domain_forest.R	200	0.5	0.5	0.5	0.5	0.5	0.5	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	10	0.727310695446418	0.73394429173574	0.728676049055704	0.726408963371085	0.73035796487025	0.716793011589725	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	20	0.763297132691922	0.778807595700057	0.775086929353511	0.754684403628289	0.757379538025995	0.751952984598938	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	30	0.782213989018886	0.78509723956301	0.795383871535009	0.786980973594519	0.781477299857258	0.763687787058843	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	40	0.797058460512966	0.810006579151828	0.779374194858403	0.784926927766326	0.819489715796106	0.794455584618259	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	50	0.804429441791275	0.803816060250505	0.816113254901264	0.814680449315231	0.807611898592694	0.779804063894389	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	60	0.81011860503687	0.800718944164028	0.842705729897385	0.790151974804385	0.818299372164785	0.803462356104252	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	70	0.803754383123939	0.812163482270939	0.794849441651176	0.804234041878241	0.802291572400114	0.809893105711103	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	80	0.796122236503101	0.792740523191142	0.79423661419929	0.793983274102079	0.811641583937355	0.795087090244407	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	90	0.788140593265807	0.802098708033725	0.806808359495229	0.789790825606795	0.77742446554255	0.7667442282968	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	100	0.777850873781772	0.767087080498978	0.787763340466294	0.766570046439935	0.784296631901054	0.79753802331491	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	110	0.765838460801472	0.776484370406922	0.768533378760486	0.787830312403685	0.762935934528611	0.7401142190947	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	120	0.753043734344076	0.745899170196681	0.768280334714889	0.746117973553302	0.7484919580861	0.755554462127365	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	130	0.74325102416382	0.736161551939226	0.759000955808426	0.755826395139847	0.723783779545882	0.748114549045424	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	140	0.730804098057373	0.738744229652229	0.738504755878054	0.732951749515536	0.738274307810838	0.717412262053436	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	150	0.729240896536714	0.723082780790078	0.730794615283382	0.706320827112495	0.745788372644095	0.749303364603132	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	160	0.728933252480974	0.734661879089461	0.723705941880727	0.750471700849569	0.743268433752694	0.702893567844453	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	170	0.720789752713452	0.720490667007083	0.715606277899601	0.715162136298998	0.754376700759726	0.716684319837879	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	180	0.727670686479064	0.751419898379578	0.752563395393383	0.688286327609243	0.707817523791059	0.758765140589802	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	190	0.721998553826121	0.744653066263983	0.735306932433732	0.72474484880069	0.712815296919318	0.700922612899604	
SeqBinary-ProbVS	MixPoiLin	2	learn_domain_forest.R	200	0.723399879268175	0.720571683095792	0.710923246418854	0.695911136646558	0.726431137724551	0.777559079417014	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	10	0.724710055532263	0.734033762271773	0.73127362796898	0.728624693908785	0.720136810453611	0.706622140990355	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	20	0.747976934759793	0.748151872289433	0.747506369313437	0.75230172306071	0.738817833685838	0.753516296944336	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	30	0.739172032345529	0.726166909910926	0.751596605118237	0.744258845411238	0.747330168302272	0.727138815042297	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	40	0.733467433140507	0.748810728075427	0.737524026786	0.721927318977238	0.747161090498345	0.712174165546893	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	50	0.733196582467997	0.713087648297462	0.738382128682195	0.735113146402133	0.759429690181209	0.730524620234514	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	60	0.735409345324199	0.735249188751007	0.733563538667858	0.731719697750203	0.738090187594369	0.741052462002744	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	70	0.731109464122254	0.728353105452516	0.718310245593368	0.734567183347072	0.746273035545042	0.731851004119768	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	80	0.726894018101017	0.741104710663473	0.704293422014987	0.734389438185255	0.734785168987028	0.727541816385643	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	90	0.722523618458649	0.743895343920133	0.712910827947061	0.737096730075498	0.714346665757085	0.712619336040096	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	100	0.720236969250865	0.718971600705785	0.719653119340962	0.711378977678804	0.734487463787218	0.728941223838689	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	110	0.710223728970882	0.719303140407051	0.719184907841396	0.712413375656534	0.704044370505917	0.697311486627243	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	120	0.704016319057235	0.700068819281497	0.705170676948402	0.689971995678142	0.721946016917056	0.709249586064535	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	130	0.698759914697745	0.693664423506025	0.722695903329504	0.682470143581973	0.696512537683791	0.703371679160738	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	140	0.692204954543544	0.705896389942261	0.709615828700674	0.655457301805038	0.736268069125634	0.68244405786879	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	150	0.687026880487275	0.686728301422538	0.704577892167927	0.689359497373235	0.687064849494424	0.673102252750333	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	160	0.68680395796598	0.651570612439744	0.698443037091785	0.707746601771845	0.691643192616379	0.702416040436426	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	170	0.675744410750658	0.678910823193012	0.683576985766309	0.683802347480928	0.680429931933673	0.667893261300838	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	180	0.674965530931756	0.672007174445076	0.678618550054752	0.681189902757909	0.674039937410593	0.670318350152198	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	190	0.667715698175337	0.670352385617196	0.665141817622935	0.678513049170872	0.67717642037981	0.656888884562038	
SeqBinary-PARS	MixPoiLin	2	learn_domain_forest.R	200	0.667102812379289	0.666876848113456	0.683659049404251	0.633370845115119	0.675143605005558	0.708927126710292	
# Start  at: Wed Nov 13 05:46:47 2013
# Finish at: Wed Nov 13 16:32:11 2013
# Total Time: 001 day 10:45:24
