id	chr	strand	start	stop	gene	region	WT Avg
5934	2	-	586500	586523	YBR179C	3'UTR	1737.1781
52296	12	-	121973	121998	YLL013C	3'UTR	1732.9853
19074	4	-	1466269	1466300	YDR508C	3'UTR	1731.1001
67855	15	+	40695	40717	YOL152W	5'UTR	1728.0022
22026	5	-	235723	235747	YER043C	3'UTR	1724.09105
68253	15	+	145142	145164	YOL092W	3'UTR	1723.7924
35486	8	-	252331	252354	YHR077C	3'UTR	1722.8213
76594	16	+	331772	331800	YPL116W	3'UTR	1710.5655
76836	16	+	396610	396625	YPL084W	3'UTR	1704.7713
27190	7	+	586345	586369	YGR046W	3'UTR	1696.1489
57923	13	+	646913	646933	YMR191W	3'UTR	1690.5246
39275	10	+	99538	99561	YJL172W	3'UTR	1687.60115
12678	4	+	1181372	1181397	YDR351W	3'UTR	1681.53485
59199	13	-	69692	69716	YML101C-A	CDS	1676.4281
59299	13	-	95749	95779	YML086C	3'UTR	1676.09535
49800	12	+	520456	520467	YLR182W	3'UTR	1675.871
53886	12	-	550608	550632	YLR202C	CDS	1674.1152
33939	8	+	386696	386718	YHR143W	3'UTR	1668.1289
42814	10	-	398823	398849	YJL020C	3'UTR	1662.0814
19533	5	+	86295	86322	YEL033W	CDS	1658.22195
44944	11	+	284611	284634	YKL081W	3'UTR	1654.643
14146	4	-	54261	54289	YDL224C	3'UTR	1654.4736
13671	4	+	1402598	1402618	YDR471W	3'UTR	1651.6585
15894	4	-	494589	494615	YDR027C	3'UTR	1648.9265
3029	2	+	634895	634920	YBR206W	CDS	1643.69735
28178	7	+	800142	800170	YGR155W	3'UTR	1642.3185
56547	13	+	289769	289791	YMR011W	3'UTR	1639.18455
68042	15	+	87741	87766	YOL123W	5'UTR	1638.4169
43486	10	-	604440	604460	YJR094C	3'UTR	1637.4664
49799	12	+	520422	520446	YLR182W	3'UTR	1637.3813
64098	14	+	469856	469879	YNL085W	3'UTR	1633.87655
41804	10	-	126488	126513	YJL156C	3'UTR	1628.5498
14691	4	-	194483	194507	YDL145C	3'UTR	1625.21475
41481	10	-	47601	47626	YJL206C	3'UTR	1622.91385
27076	7	+	554011	554036	YGR032W	3'UTR	1617.7022
52163	12	-	77098	77127	YLL031C	3'UTR	1617.52785
13678	4	+	1403160	1403186	YDR472W	5'UTR	1616.56635
54663	12	-	760315	760334	YLR313C	3'UTR	1614.9822
7887	3	-	82269	82292	YCL022C	5'UTR	1602.3635
20405	5	+	294842	294875	YER068W	3'UTR	1601.92005
45175	11	+	325324	325353	YKL062W	3'UTR	1601.0068
66060	14	-	267422	267435	YNL197C	3'UTR	1597.96995
61304	13	-	671788	671814	YMR205C	3'UTR	1594.2616
26759	7	+	485687	485709	YGL006W	5'UTR	1589.34035
52164	12	-	77336	77361	YLL031C	CDS	1585.1962
51506	12	+	962760	962785	YLR419W	3'UTR	1583.62885
1839	2	+	270806	270835	YBR016W	3'UTR	1581.46315
8580	3	-	276689	276714	YCR092C	3'UTR	1577.01605
65079	14	+	705894	705920	YNR044W	3'UTR	1576.12225
29181	7	-	102360	102380	YGL206C	3'UTR	1574.79515
28722	7	+	977243	977265	YGR243W	5'UTR	1573.83175
32763	8	+	105157	105186	YHL001W	3'UTR	1573.2013
75342	15	-	1034692	1034715	YOR372C	3'UTR	1568.6795
66054	14	-	267045	267064	YNL197C	3'UTR	1567.7656
10296	4	+	472955	472981	YDR012W	3'UTR	1562.8101
68868	15	+	290623	290644	YOL019W	3'UTR	1561.8053
13310	4	+	1321984	1322014	YDR425W	3'UTR	1558.95555
63231	14	+	283454	283483	YNL190W	3'UTR	1556.3194
26489	7	+	400303	400332	YGL055W	3'UTR	1554.4635
25540	7	+	184130	184150	YGL171W	3'UTR	1548.05445
55479	12	-	1059720	1059744	YLR460C	3'UTR	1540.0905
55735	13	+	73986	74016	YML100W	3'UTR	1539.44005
52236	12	-	105636	105659	YLL020C	CDS	1534.217
68312	15	+	166989	167011	YOL083W	3'UTR	1532.7108
56535	13	+	289070	289089	YMR011W	CDS	1529.6536
79407	16	-	184983	185007	YPL190C	3'UTR	1527.49045
70062	15	+	619737	619759	YOR153W	5'UTR	1526.6006
15344	4	-	362287	362313	YDL053C	5'UTR	1526.42565
17650	4	-	1045491	1045509	YDR293C	3'UTR	1525.81355
56138	13	+	212181	212201	YML034W	3'UTR	1525.3211
74050	15	-	683551	683573	YOR186C-A	5'UTR	1515.8954
81731	16	-	892326	892344	YPR177C	CDS	1515.2047
21575	5	-	80015	80035	YEL039C	5'UTR	1514.43145
25096	7	+	69428	69454	YGL228W	3'UTR	1510.53215
54167	12	-	628631	628655	YLR247C	3'UTR	1506.9937
67852	15	+	40577	40599	YOL152W	5'UTR	1506.07145
985	1	-	139400	139426	YAL005C	3'UTR	1505.98725
54647	12	-	757419	757438	YLR311C	CDS	1505.74815
68299	15	+	165443	165466	YOL084W	3'UTR	1504.4077
55770	13	+	85827	85857	YML093W	3'UTR	1504.17925
81415	16	-	749205	749234	YPR112C	3'UTR	1500.47255
44715	11	+	233943	233972	YKL109W	3'UTR	1497.8113
20461	5	+	301681	301698	YER070W	3'UTR	1496.6512
50045	12	+	576392	576413	YLR219W	3'UTR	1492.3147
14367	4	-	101213	101241	YDL199C	3'UTR	1487.46695
25999	7	+	298095	298116	YGL113W	3'UTR	1486.6929
61303	13	-	671742	671765	YMR205C	3'UTR	1486.47875
72852	15	-	341033	341063	YOR008C	3'UTR	1484.0134
23810	6	+	191367	191390	YFR019W	3'UTR	1482.62405
80561	16	-	488788	488813	YPL032C	3'UTR	1476.37805
21133	5	+	517504	517529	YER166W	3'UTR	1475.97855
64566	14	+	581650	581673	YNL027W	3'UTR	1473.2574
23972	6	+	237280	237304	YFR040W	3'UTR	1473.20595
10932	4	+	654610	654634	YDR099W	3'UTR	1472.14715
78554	16	+	830742	830746	YPR149W	3'UTR	1463.29085
31225	7	-	755349	755371	YGR132C	3'UTR	1456.2328
13134	4	+	1276275	1276298	YDR403W	3'UTR	1453.2024
42050	10	-	172827	172853	YJL130C	5'UTR	1450.4581
79805	16	-	277975	278000	YPL145C	3'UTR	1449.74845
9315	4	+	215684	215709	YDL138W	3'UTR	1449.2728
76453	16	+	298348	298373	YPL135W	3'UTR	1448.7555
59994	13	-	296472	296496	YMR013C-A	CDS	1440.99765
36833	9	+	195345	195372	YIL090W	3'UTR	1440.4529
78580	16	+	835217	835243	YPR154W	3'UTR	1440.34125
27524	7	+	666106	666128	YGR090W	3'UTR	1433.4539
10288	4	+	470295	470319	YDR011W	CDS	1433.1442
53384	12	-	386402	386425	YLR120C	3'UTR	1430.4119
56860	13	+	385992	386010	YMR054W	3'UTR	1429.57175
31226	7	-	755404	755429	YGR132C	3'UTR	1428.80545
6693	2	-	784993	785025	YBR292C	CDS	1427.35615
11682	4	+	861540	861564	YDR205W	3'UTR	1426.6065
4	1	+	10300	10324	YAL066W	CDS	1426.24555
63831	14	+	418879	418901	YNL109W	5'UTR	1420.5097
37140	9	+	295780	295806	YIL030W-A	CDS	1420.1609
45661	11	+	454117	454147	YKR008W	3'UTR	1418.3111
46703	11	-	98703	98733	YKL183C-A	5'UTR	1416.9941
4256	2	-	174762	174791	YBL023C	3'UTR	1410.3835
33540	8	+	314289	314318	YHR099W	3'UTR	1407.6491
31544	7	-	855197	855230	YGR180C	3'UTR	1405.6987
66733	14	-	440695	440717	YNL097C-B	3'UTR	1404.8037
62425	14	+	68466	68485	YNL299W	3'UTR	1401.7804
16439	4	-	640057	640085	YDR097C	3'UTR	1400.5396
81445	16	-	789488	789511	YPR126C	5'UTR	1400.51495
53382	12	-	386305	386337	YLR120C	3'UTR	1394.2921
76239	16	+	209914	209941	YPL179W	3'UTR	1393.78835
38689	9	-	312764	312785	YIL021C-A	3'UTR	1384.7981
40519	10	+	492336	492361	YJR032W	3'UTR	1382.366
70587	15	+	751905	751929	YOR217W	3'UTR	1382.01195
27030	7	+	547992	548004	YGR032W	5'UTR	1380.3595
17062	4	-	832791	832809	YDR186C	3'UTR	1379.61195
40171	10	+	386191	386226	YJL033W	3'UTR	1377.4735
75784	16	+	116527	116561	YPL230W	3'UTR	1374.0314
76486	16	+	304489	304509	YPL130W	CDS	1373.49305
45110	11	+	315388	315412	YKL066W	CDS	1372.67755
15582	4	-	404434	404460	YDL027C	CDS	1369.88525
25904	7	+	274621	274648	YGL125W	3'UTR	1369.03745
21871	5	-	189454	189482	YER017C	3'UTR	1368.04815
39439	10	+	161652	161678	YJL133W	3'UTR	1366.94555
11879	4	+	916016	916049	YDR225W	3'UTR	1366.3427
76032	16	+	167489	167512	YPL203W	3'UTR	1364.8159
47161	11	-	243153	243175	YKL104C	3'UTR	1363.0605
53620	12	-	445449	445473	YLR153C	3'UTR	1362.9114
22704	5	-	382553	382577	YER111C	3'UTR	1360.98905
65378	14	-	61901	61930	YNL302C	3'UTR	1360.90075
52638	12	-	210444	210468	YLR034C	3'UTR	1356.941
54147	12	-	625139	625160	YLR244C	3'UTR	1355.82235
6318	2	-	694984	695007	YBR238C	3'UTR	1341.645
58606	13	+	820024	820052	YMR276W	3'UTR	1338.89745
10905	4	+	639964	640010	YDR096W	3'UTR	1336.85935
11609	4	+	848436	848470	YDR195W	5'UTR	1335.9047
64966	14	+	680534	680557	YNR030W	3'UTR	1335.3965
29891	7	-	331028	331058	YGL094C	3'UTR	1335.18355
10290	4	+	470378	470407	YDR011W	CDS	1333.96375
13003	4	+	1254550	1254571	YDR389W	3'UTR	1333.61455
113	1	+	48172	48193	YAL053W	CDS	1331.63885
30448	7	-	479808	479840	YGL008C	3'UTR	1330.1443
59936	13	-	271382	271406	YMR001C-A	CDS	1329.5601
6315	2	-	694879	694902	YBR238C	3'UTR	1328.42475
10412	4	+	509363	509381	YDR033W	3'UTR	1327.12545
1863	2	+	283419	283446	YBR021W	3'UTR	1320.7877
