id	chr	strand	start	stop	gene	region	WT avg
42	1	+	35609	35631	YAL060W	CDS	46.1592
43	1	+	35671	35687	YAL060W	CDS	0.55355
44	1	+	35710	35739	YAL060W	CDS	0.6674
45	1	+	35761	35783	YAL060W	CDS	4.009
46	1	+	35812	35828	YAL060W	CDS	0.48165
47	1	+	35883	35907	YAL060W	CDS	0.1091
48	1	+	35991	36008	YAL060W	CDS	0.28435
49	1	+	36036	36062	YAL060W	CDS	3.76585
50	1	+	36104	36126	YAL060W	CDS	0.20915
51	1	+	36177	36188	YAL060W	CDS	0
52	1	+	36198	36214	YAL060W	CDS	0.41815
53	1	+	36248	36279	YAL060W	CDS	0.2549
54	1	+	36305	36329	YAL060W	3'UTR	0
55	1	+	36357	36379	YAL060W	3'UTR	205.64615
56	1	+	36908	36928	YAL059W	CDS	1.53
57	1	+	37194	37225	YAL059W	3'UTR	446.85575
58	1	+	37703	37731	YAL058W	CDS	0
59	1	+	38024	38051	YAL058W	CDS	0
60	1	+	38102	38120	YAL058W	CDS	135.74225
61	1	+	38180	38203	YAL058W	CDS	5.4296
62	1	+	38539	38560	YAL058W	CDS	51.46265
63	1	+	38657	38680	YAL058W	CDS	0
64	1	+	38818	38843	YAL058W	CDS	132.15885
65	1	+	38850	38867	YAL058W	CDS	27.5775
66	1	+	39227	39255	YAL056W	5'UTR	3.6768
67	1	+	39262	39280	YAL056W	CDS	13.37195
68	1	+	39323	39342	YAL056W	CDS	29.079
69	1	+	39420	39438	YAL056W	CDS	20.49335
70	1	+	39456	39477	YAL056W	CDS	0
71	1	+	39499	39521	YAL056W	CDS	18.70975
72	1	+	39535	39553	YAL056W	CDS	0
73	1	+	39606	39629	YAL056W	CDS	0
74	1	+	39783	39802	YAL056W	CDS	30.0853
75	1	+	40056	40077	YAL056W	CDS	0
76	1	+	40248	40265	YAL056W	CDS	0
77	1	+	40268	40287	YAL056W	CDS	47.82745
78	1	+	40537	40557	YAL056W	CDS	20.49335
79	1	+	40586	40605	YAL056W	CDS	63.94735
80	1	+	40727	40752	YAL056W	CDS	47.97585
81	1	+	41017	41037	YAL056W	CDS	111.02335
82	1	+	41389	41418	YAL056W	CDS	0
83	1	+	41734	41751	YAL056W	CDS	20.81265
84	1	+	41970	41992	YAL056W	3'UTR	4.0993
85	1	+	42196	42213	YAL055W	CDS	0.9185
86	1	+	42257	42277	YAL055W	CDS	81.28325
87	1	+	42413	42436	YAL055W	CDS	0
88	1	+	42510	42528	YAL055W	CDS	5.5096
89	1	+	45832	45855	YAL053W	5'UTR	761.31375
90	1	+	45902	45919	YAL053W	CDS	33.95085
91	1	+	46007	46029	YAL053W	CDS	47.44185
92	1	+	46460	46489	YAL053W	CDS	4.85065
93	1	+	46530	46541	YAL053W	CDS	258.1385
94	1	+	46556	46577	YAL053W	CDS	199.25505
95	1	+	46627	46646	YAL053W	CDS	23.7343
96	1	+	46657	46677	YAL053W	CDS	283.07115
97	1	+	46717	46734	YAL053W	CDS	3.50345
98	1	+	46801	46822	YAL053W	CDS	86.1403
99	1	+	46930	46947	YAL053W	CDS	19.39885
100	1	+	46961	46981	YAL053W	CDS	450.58505
101	1	+	47056	47079	YAL053W	CDS	371.39445
102	1	+	47102	47120	YAL053W	CDS	25.37155
103	1	+	47160	47185	YAL053W	CDS	0
104	1	+	47344	47365	YAL053W	CDS	23.7343
105	1	+	47383	47404	YAL053W	CDS	0
106	1	+	47541	47564	YAL053W	CDS	28.69565
107	1	+	47669	47691	YAL053W	CDS	55.8876
108	1	+	47765	47787	YAL053W	CDS	0
109	1	+	47837	47866	YAL053W	CDS	27.6881
110	1	+	47917	47935	YAL053W	CDS	27.6881
111	1	+	47978	47995	YAL053W	CDS	71.71425
112	1	+	48089	48112	YAL053W	CDS	151.0537
113	1	+	48172	48193	YAL053W	CDS	1331.63885
114	1	+	48228	48246	YAL053W	CDS	74.77505
115	1	+	48270	48297	YAL053W	3'UTR	2614.30165
116	1	+	48641	48667	YAL051W	CDS	29.9015
117	1	+	48745	48770	YAL051W	CDS	0
118	1	+	49196	49215	YAL051W	CDS	26.54185
119	1	+	49242	49266	YAL051W	CDS	22.42905
120	1	+	49412	49437	YAL051W	CDS	54.88415
121	1	+	49755	49774	YAL051W	CDS	29.9015
122	1	+	49828	49852	YAL051W	CDS	196.11315
123	1	+	50239	50258	YAL051W	CDS	152.49065
124	1	+	50311	50332	YAL051W	CDS	191.0884
125	1	+	50335	50356	YAL051W	CDS	97.1946
126	1	+	50572	50595	YAL051W	CDS	314.34825
127	1	+	50677	50695	YAL051W	CDS	72.5944
128	1	+	50730	50752	YAL051W	CDS	318.4022
129	1	+	50778	50796	YAL051W	CDS	92.85235
130	1	+	51561	51583	YAL051W	CDS	42.687
131	1	+	51626	51644	YAL051W	CDS	37.3798
132	1	+	51647	51671	YAL051W	CDS	37.3857
133	1	+	51737	51763	YAL051W	3'UTR	575.7481
134	1	+	51800	51818	YAL051W	3'UTR	828.5694
135	1	+	54850	54872	YAL047W-A	CDS	249.53855
136	1	+	54882	54900	YAL047W-A	CDS	60.662
137	1	+	57829	57847	YAL044W-A	CDS	0
138	1	+	57927	57953	YAL044W-A	3'UTR	0.2811
139	1	+	61678	61699	YAL042W	CDS	1.2293
140	1	+	61721	61742	YAL042W	CDS	0.37685
141	1	+	61757	61780	YAL042W	CDS	0
142	1	+	61787	61823	YAL042W	CDS	0.37685
143	1	+	61904	61934	YAL042W	CDS	0.37685
144	1	+	62010	62037	YAL042W	CDS	12.23125
145	1	+	62060	62087	YAL042W	CDS	83.21005
146	1	+	62098	62118	YAL042W	CDS	0.92185
147	1	+	62197	62218	YAL042W	CDS	2.9479
148	1	+	62297	62318	YAL042W	CDS	11.32245
149	1	+	62339	62362	YAL042W	CDS	37.63995
150	1	+	62371	62395	YAL042W	CDS	2.22085
151	1	+	62441	62460	YAL042W	CDS	6.7604
152	1	+	62590	62626	YAL042W	3'UTR	79.90485
153	1	+	62904	62926	YAL041W	CDS	119.28725
154	1	+	63007	63036	YAL041W	CDS	11.7253
155	1	+	63070	63093	YAL041W	CDS	5.86265
156	1	+	63440	63459	YAL041W	CDS	0
157	1	+	63508	63528	YAL041W	CDS	5.86265
158	1	+	63573	63594	YAL041W	CDS	35.1667
159	1	+	63911	63930	YAL041W	CDS	227.4719
160	1	+	63940	63961	YAL041W	CDS	29.30405
161	1	+	63972	63990	YAL041W	CDS	66.4772
162	1	+	64022	64041	YAL041W	CDS	175.56595
163	1	+	64049	64069	YAL041W	CDS	122.64065
164	1	+	64163	64180	YAL041W	CDS	29.30405
165	1	+	64313	64331	YAL041W	CDS	109.49925
166	1	+	64373	64396	YAL041W	CDS	23.4414
167	1	+	64418	64437	YAL041W	CDS	23.446
168	1	+	64543	64563	YAL041W	CDS	494.87995
169	1	+	64579	64601	YAL041W	CDS	23.4414
170	1	+	64622	64645	YAL041W	CDS	62.6626
171	1	+	64783	64805	YAL041W	CDS	0
172	1	+	64872	64890	YAL041W	CDS	67.5474
173	1	+	65072	65089	YAL041W	CDS	17.58335
174	1	+	65115	65132	YAL041W	CDS	149.5323
175	1	+	65141	65168	YAL041W	CDS	307.20585
176	1	+	65252	65281	YAL041W	CDS	225.94975
177	1	+	65424	65443	YAL041W	3'UTR	490.10125
178	1	+	71764	71785	YAL038W	5'UTR	0
179	1	+	71814	71833	YAL038W	CDS	0.3704
180	1	+	71850	71867	YAL038W	CDS	0.7627
181	1	+	71905	71905	YAL038W	CDS	0
182	1	+	71930	71955	YAL038W	CDS	0.57905
183	1	+	71994	71998	YAL038W	CDS	0
184	1	+	72019	72044	YAL038W	CDS	0.38945
185	1	+	72084	72106	YAL038W	CDS	5.0869
186	1	+	72135	72135	YAL038W	CDS	0.0436
187	1	+	72156	72162	YAL038W	CDS	0.24875
188	1	+	72178	72189	YAL038W	CDS	0
189	1	+	72209	72234	YAL038W	CDS	0.0574
190	1	+	72251	72282	YAL038W	CDS	0
191	1	+	72307	72334	YAL038W	CDS	0.1976
192	1	+	72419	72441	YAL038W	CDS	0
193	1	+	72481	72494	YAL038W	CDS	0.55995
194	1	+	72511	72535	YAL038W	CDS	0.28535
195	1	+	72579	72603	YAL038W	CDS	0.061
196	1	+	72635	72656	YAL038W	CDS	3.318
197	1	+	72671	72684	YAL038W	CDS	2.3277
198	1	+	72706	72715	YAL038W	CDS	0.85295
199	1	+	72717	72717	YAL038W	CDS	0.7876
200	1	+	72743	72765	YAL038W	CDS	0.3013
201	1	+	72790	72814	YAL038W	CDS	0.9108
202	1	+	72858	72881	YAL038W	CDS	0.4529
203	1	+	72892	72915	YAL038W	CDS	0
204	1	+	72960	72996	YAL038W	CDS	26.719
205	1	+	73029	73052	YAL038W	CDS	1.0679
206	1	+	73110	73134	YAL038W	CDS	3.69795
207	1	+	73160	73185	YAL038W	CDS	0.40105
208	1	+	73214	73233	YAL038W	CDS	1.2364
209	1	+	73250	73270	YAL038W	CDS	1.78195
210	1	+	73326	73350	YAL038W	3'UTR	1081.4986
211	1	+	73367	73377	YAL038W	3'UTR	1295.3373
212	1	+	73395	73420	YAL038W	3'UTR	2078.78675
213	1	+	73734	73757	YAL037W	5'UTR	192.10725
214	1	+	73881	73908	YAL037W	5'UTR	63.08835
215	1	+	74111	74129	YAL037W	CDS	2.5209
216	1	+	74137	74157	YAL037W	CDS	0
217	1	+	74230	74253	YAL037W	CDS	0
218	1	+	74297	74318	YAL037W	CDS	10.0797
219	1	+	74322	74343	YAL037W	CDS	6.1664
220	1	+	74355	74375	YAL037W	CDS	5.03985
221	1	+	74458	74486	YAL037W	CDS	0
222	1	+	74515	74535	YAL037W	CDS	39.85665
223	1	+	74543	74570	YAL037W	CDS	59.45275
224	1	+	74602	74630	YAL037W	CDS	7.56075
225	1	+	74646	74667	YAL037W	CDS	0
226	1	+	74696	74722	YAL037W	CDS	0
227	1	+	74838	74858	YAL037W	3'UTR	128.5607
228	1	+	76463	76482	YAL035W	CDS	1.17405
229	1	+	76499	76536	YAL035W	CDS	1.9156
230	1	+	76681	76698	YAL035W	CDS	5.2677
231	1	+	76856	76873	YAL035W	CDS	20.1439
232	1	+	77193	77221	YAL035W	CDS	1.9239
233	1	+	77332	77354	YAL035W	CDS	0
234	1	+	77386	77406	YAL035W	CDS	1.17405
235	1	+	77592	77609	YAL035W	CDS	15.0911
236	1	+	77754	77773	YAL035W	CDS	8.8009
237	1	+	77868	77887	YAL035W	CDS	9.69075
238	1	+	78045	78065	YAL035W	CDS	23.9081
239	1	+	78104	78135	YAL035W	CDS	0
240	1	+	78170	78191	YAL035W	CDS	13.2175
241	1	+	78200	78218	YAL035W	CDS	0
242	1	+	78357	78378	YAL035W	CDS	0
243	1	+	78456	78479	YAL035W	CDS	17.7718
244	1	+	78618	78636	YAL035W	CDS	0.3091
245	1	+	78809	78828	YAL035W	CDS	0
246	1	+	78927	78947	YAL035W	CDS	19.63895
247	1	+	79026	79054	YAL035W	CDS	82.54855
248	1	+	79096	79118	YAL035W	CDS	0.58725
249	1	+	79187	79204	YAL035W	CDS	0.58725
250	1	+	79304	79331	YAL035W	CDS	1.11165
251	1	+	79456	79486	YAL035W	3'UTR	179.6005
252	1	+	79504	79524	YAL035W	3'UTR	2.9353
253	1	+	80303	80323	YAL034W-A	CDS	57.64295
254	1	+	82739	82759	YAL033W	CDS	18.73005
255	1	+	82793	82816	YAL033W	CDS	9.5951
256	1	+	82834	82865	YAL033W	CDS	0.7431
257	1	+	82927	82944	YAL033W	CDS	19.41115
258	1	+	83027	83059	YAL033W	CDS	0
259	1	+	83082	83104	YAL033W	CDS	0.7431
260	1	+	83134	83155	YAL033W	CDS	1.4874
261	1	+	83167	83193	YAL033W	CDS	1.48565
262	1	+	83271	83296	YAL033W	3'UTR	206.15185
263	1	+	84891	84912	YAL031W-A	CDS	29.2803
264	1	+	87307	87330	YAL030W	CDS	76.0704
265	1	+	87352	87374	YAL030W	CDS	0.27035
266	1	+	87425	87449	YAL030W	intron	43.58355
267	1	+	87464	87486	YAL030W	intron	1.54325
268	1	+	87510	87532	YAL030W	CDS	0.77555
269	1	+	87643	87676	YAL030W	CDS	0
270	1	+	87687	87706	YAL030W	CDS	0.27035
271	1	+	87808	87833	YAL030W	3'UTR	177.0112
272	1	+	92909	92932	YAL028W	CDS	19.40085
273	1	+	92983	93016	YAL028W	CDS	14.2322
274	1	+	93144	93163	YAL028W	CDS	3.70955
275	1	+	93280	93301	YAL028W	CDS	2.1818
276	1	+	93350	93370	YAL028W	CDS	2.1818
277	1	+	93378	93396	YAL028W	CDS	76.13225
278	1	+	93538	93565	YAL028W	CDS	0
279	1	+	93613	93632	YAL028W	CDS	0
280	1	+	93834	93864	YAL028W	CDS	41.36625
281	1	+	94061	94084	YAL028W	CDS	2.1818
282	1	+	94232	94249	YAL028W	CDS	14.6356
283	1	+	94365	94393	YAL028W	CDS	5.1137
284	1	+	94424	94445	YAL028W	CDS	644.61885
285	1	+	94493	94512	YAL028W	3'UTR	8.7237
286	1	+	94824	94849	YAL027W	CDS	343.69055
287	1	+	94970	94990	YAL027W	CDS	3.5054
288	1	+	94998	95018	YAL027W	CDS	1.4976
289	1	+	95097	95115	YAL027W	CDS	0
290	1	+	95170	95192	YAL027W	CDS	21.94815
291	1	+	95197	95217	YAL027W	CDS	97.6855
292	1	+	95249	95270	YAL027W	CDS	3.5054
293	1	+	95281	95298	YAL027W	CDS	28.5839
294	1	+	113862	113884	YAL019W-A	5'UTR	23.08785
295	1	+	115193	115223	YAL019W	CDS	166.54255
296	1	+	115374	115397	YAL019W	CDS	0
297	1	+	115491	115517	YAL019W	CDS	0
298	1	+	115827	115855	YAL019W	CDS	29.3103
299	1	+	115868	115899	YAL019W	CDS	0
300	1	+	115981	116002	YAL019W	CDS	0
301	1	+	116053	116072	YAL019W	CDS	5.9912
302	1	+	116668	116687	YAL019W	CDS	0
303	1	+	116732	116751	YAL019W	CDS	19.54335
304	1	+	117117	117134	YAL019W	CDS	5.9912
305	1	+	117170	117191	YAL019W	CDS	73.78005
306	1	+	117239	117257	YAL019W	CDS	51.05965
307	1	+	117290	117319	YAL019W	CDS	0
308	1	+	117389	117408	YAL019W	CDS	109.2183
309	1	+	117485	117524	YAL019W	CDS	82.25545
310	1	+	117538	117557	YAL019W	CDS	29.315
311	1	+	117578	117596	YAL019W	CDS	71.871
312	1	+	117648	117674	YAL019W	CDS	0
313	1	+	117720	117745	YAL019W	CDS	302.0401
314	1	+	117826	117850	YAL019W	CDS	99.09305
315	1	+	117876	117901	YAL019W	CDS	0
316	1	+	117968	117995	YAL019W	CDS	125.62695
317	1	+	118024	118040	YAL019W	CDS	0
318	1	+	118089	118089	YAL019W	CDS	0
319	1	+	118121	118146	YAL019W	CDS	388.51445
320	1	+	118164	118191	YAL019W	CDS	0
321	1	+	118281	118299	YAL019W	CDS	0
322	1	+	118325	118349	YAL019W	3'UTR	0
323	1	+	118354	118376	YAL019W	3'UTR	0
324	1	+	119917	119947	YAL017W	5'UTR	226.84765
325	1	+	119961	119984	YAL017W	5'UTR	20.2381
326	1	+	120413	120451	YAL017W	CDS	18.28545
327	1	+	120609	120629	YAL017W	CDS	90.45675
328	1	+	120690	120711	YAL017W	CDS	0
329	1	+	120788	120814	YAL017W	CDS	30.4777
330	1	+	120870	120893	YAL017W	CDS	14.95065
331	1	+	120907	120925	YAL017W	CDS	35.79455
332	1	+	120952	120978	YAL017W	CDS	95.11485
333	1	+	120994	121017	YAL017W	CDS	29.97775
334	1	+	121031	121056	YAL017W	CDS	88.8923
335	1	+	121574	121598	YAL017W	CDS	80.623
336	1	+	121749	121771	YAL017W	CDS	0
337	1	+	122006	122026	YAL017W	CDS	97.53215
338	1	+	122377	122403	YAL017W	CDS	28.23685
339	1	+	122513	122539	YAL017W	CDS	71.18325
340	1	+	122594	122623	YAL017W	CDS	24.014
341	1	+	122643	122666	YAL017W	CDS	56.2385
342	1	+	122866	122890	YAL017W	CDS	185.24225
343	1	+	122947	122965	YAL017W	CDS	56.2385
344	1	+	123076	123094	YAL017W	CDS	88.26885
345	1	+	123204	123238	YAL017W	CDS	0
346	1	+	123262	123282	YAL017W	CDS	7.47535
347	1	+	123471	123496	YAL017W	CDS	0
348	1	+	123602	123623	YAL017W	CDS	0
349	1	+	123722	123741	YAL017W	CDS	7.47535
350	1	+	123791	123812	YAL017W	CDS	82.21095
351	1	+	123997	124025	YAL017W	CDS	0
352	1	+	124126	124145	YAL017W	CDS	29.89545
353	1	+	124377	124395	YAL017W	3'UTR	236.3815
354	1	+	124413	124425	YAL017W	3'UTR	520.638
355	1	+	124446	124469	YAL017W	3'UTR	2389.06405
356	1	+	125216	125235	YAL016W	CDS	14.0183
357	1	+	125275	125310	YAL016W	CDS	0
358	1	+	125338	125355	YAL016W	CDS	1.4262
359	1	+	125365	125401	YAL016W	CDS	0
360	1	+	125465	125483	YAL016W	CDS	24.5427
361	1	+	125538	125573	YAL016W	CDS	14.26745
362	1	+	125588	125609	YAL016W	CDS	374.19325
363	1	+	125658	125676	YAL016W	CDS	1.56525
364	1	+	125703	125723	YAL016W	CDS	0
365	1	+	125806	125823	YAL016W	CDS	8.5613
366	1	+	125936	125958	YAL016W	CDS	0.0757
367	1	+	126065	126083	YAL016W	CDS	141.45085
368	1	+	126170	126194	YAL016W	CDS	0
369	1	+	126325	126345	YAL016W	CDS	1.7497
370	1	+	126425	126450	YAL016W	CDS	0
371	1	+	126476	126531	YAL016W	CDS	1.7497
372	1	+	126547	126572	YAL016W	CDS	322.3822
373	1	+	126600	126621	YAL016W	CDS	0
374	1	+	126637	126663	YAL016W	CDS	0
375	1	+	126679	126698	YAL016W	CDS	197.4001
376	1	+	126796	126820	YAL016W	3'UTR	834.743
377	1	+	129369	129388	YAL013W	CDS	4.5695
378	1	+	129479	129504	YAL013W	CDS	1.38515
379	1	+	129848	129860	YAL013W	CDS	3.835
380	1	+	129874	129899	YAL013W	CDS	10.39225
381	1	+	130047	130064	YAL013W	CDS	1.23145
382	1	+	130177	130202	YAL013W	CDS	3.38385
383	1	+	130222	130239	YAL013W	CDS	2.25915
384	1	+	130253	130273	YAL013W	CDS	8.1756
385	1	+	130397	130417	YAL013W	CDS	37.09545
386	1	+	130549	130572	YAL013W	3'UTR	0
387	1	+	130758	130780	YAL012W	5'UTR	320.03065
388	1	+	130811	130833	YAL012W	CDS	0
389	1	+	130839	130858	YAL012W	CDS	0.37745
390	1	+	130894	130922	YAL012W	CDS	51.78965
391	1	+	130952	130972	YAL012W	CDS	8.01455
392	1	+	131010	131035	YAL012W	CDS	45.58585
393	1	+	131079	131098	YAL012W	CDS	0.4442
394	1	+	131115	131137	YAL012W	CDS	0
395	1	+	131159	131176	YAL012W	CDS	1.3326
396	1	+	131235	131256	YAL012W	CDS	5.8075
397	1	+	131268	131295	YAL012W	CDS	0
398	1	+	131348	131370	YAL012W	CDS	57.5877
399	1	+	131445	131469	YAL012W	CDS	1.226
400	1	+	131507	131524	YAL012W	CDS	12.11685
401	1	+	131592	131620	YAL012W	CDS	15.82495
402	1	+	131705	131739	YAL012W	CDS	0
403	1	+	131781	131809	YAL012W	CDS	0
404	1	+	131814	131839	YAL012W	CDS	1.33225
405	1	+	131998	131998	YAL012W	3'UTR	0.4442
406	1	+	132030	132055	YAL012W	3'UTR	805.0438
407	1	+	132474	132496	YAL011W	CDS	39.20685
408	1	+	132506	132526	YAL011W	CDS	20.39645
409	1	+	132967	132986	YAL011W	CDS	13.59675
410	1	+	132989	133007	YAL011W	CDS	5.00105
411	1	+	133055	133076	YAL011W	CDS	81.77085
412	1	+	133110	133130	YAL011W	CDS	21.4801
413	1	+	133184	133202	YAL011W	CDS	3.3336
414	1	+	133569	133589	YAL011W	CDS	5.00105
415	1	+	133663	133680	YAL011W	CDS	21.31875
416	1	+	133814	133838	YAL011W	CDS	5.43925
417	1	+	133868	133885	YAL011W	CDS	26.44835
418	1	+	133938	133959	YAL011W	CDS	0
419	1	+	134127	134148	YAL011W	3'UTR	101.43785
420	1	+	136018	136037	YAL009W	CDS	2.0383
421	1	+	136066	136090	YAL009W	CDS	0.8333
422	1	+	136128	136146	YAL009W	CDS	31.9472
423	1	+	136178	136207	YAL009W	CDS	101.43985
424	1	+	136264	136285	YAL009W	CDS	137.95535
425	1	+	136393	136417	YAL009W	CDS	0.1665
426	1	+	136457	136487	YAL009W	CDS	0
427	1	+	136498	136525	YAL009W	CDS	0
428	1	+	136703	136732	YAL009W	3'UTR	146.6933
429	1	+	136843	136863	YAL008W	5'UTR	4.3422
430	1	+	136986	137021	YAL008W	CDS	0
431	1	+	137139	137160	YAL008W	CDS	1.1282
432	1	+	137239	137261	YAL008W	CDS	0
433	1	+	137366	137387	YAL008W	CDS	0
434	1	+	137554	137573	YAL008W	3'UTR	132.2969
435	1	+	137576	137595	YAL008W	3'UTR	157.6349
436	1	+	142185	142225	YAL003W	CDS	0.484
437	1	+	142289	142315	YAL003W	intron	5.2682
438	1	+	142334	142346	YAL003W	intron	7.5428
439	1	+	142368	142390	YAL003W	intron	10.2159
440	1	+	142436	142460	YAL003W	intron	0
441	1	+	142503	142525	YAL003W	intron	11.1513
442	1	+	142601	142618	YAL003W	intron	3.2997
443	1	+	142655	142679	YAL003W	CDS	0.6945
444	1	+	142717	142738	YAL003W	CDS	0.08385
445	1	+	142778	142802	YAL003W	CDS	0.1667
446	1	+	142842	142863	YAL003W	CDS	0.0936
447	1	+	142906	142928	YAL003W	CDS	3.29905
448	1	+	143002	143025	YAL003W	CDS	130.7344
449	1	+	143044	143064	YAL003W	CDS	0.965
450	1	+	143116	143133	YAL003W	CDS	0.1755
451	1	+	143165	143197	YAL003W	3'UTR	266.33375
452	1	+	143227	143227	YAL003W	3'UTR	2.4506
453	1	+	143258	143274	YAL003W	3'UTR	0.5975
454	1	+	143313	143333	YAL003W	3'UTR	52.50815
455	1	+	143632	143652	YAL002W	5'UTR	71.47915
456	1	+	143685	143704	YAL002W	5'UTR	139.43885
457	1	+	144023	144042	YAL002W	CDS	261.8825
458	1	+	144082	144103	YAL002W	CDS	78.3693
459	1	+	144249	144276	YAL002W	CDS	7.3363
460	1	+	144409	144429	YAL002W	CDS	152.7235
461	1	+	144492	144509	YAL002W	CDS	17.9937
462	1	+	144517	144537	YAL002W	CDS	44.9949
463	1	+	144685	144705	YAL002W	CDS	88.07075
464	1	+	144749	144772	YAL002W	CDS	192.33655
465	1	+	144803	144824	YAL002W	CDS	9.0004
466	1	+	144886	144906	YAL002W	CDS	35.9874
467	1	+	144933	144957	YAL002W	CDS	111.7508
468	1	+	145080	145102	YAL002W	CDS	0
469	1	+	145104	145136	YAL002W	CDS	29.3593
470	1	+	145230	145248	YAL002W	CDS	36.69555
471	1	+	145285	145307	YAL002W	CDS	73.3911
472	1	+	145516	145534	YAL002W	CDS	9.0004
473	1	+	145796	145816	YAL002W	CDS	26.9941
474	1	+	145841	145861	YAL002W	CDS	85.27365
475	1	+	146073	146100	YAL002W	CDS	214.41625
476	1	+	146194	146215	YAL002W	CDS	280.37195
477	1	+	146267	146287	YAL002W	CDS	106.25565
478	1	+	146509	146526	YAL002W	CDS	7.3363
479	1	+	146589	146606	YAL002W	CDS	9.0004
480	1	+	146847	146870	YAL002W	CDS	86.66865
481	1	+	146919	146942	YAL002W	CDS	0
482	1	+	147166	147185	YAL002W	CDS	185.9704
483	1	+	147337	147354	YAL002W	CDS	51.3752
484	1	+	147397	147414	YAL002W	CDS	58.7115
485	1	+	147481	147499	YAL002W	CDS	9.0004
486	1	+	147508	147525	YAL002W	CDS	9.0004
487	1	+	152349	152385	YAR002W	CDS	140.29405
488	1	+	152442	152464	YAR002W	CDS	13.45125
489	1	+	152596	152613	YAR002W	CDS	4.1236
490	1	+	152691	152714	YAR002W	CDS	3.3612
491	1	+	152766	152803	YAR002W	CDS	0
492	1	+	152820	152838	YAR002W	CDS	20.61165
493	1	+	152917	152937	YAR002W	CDS	25.8189
494	1	+	153085	153105	YAR002W	CDS	4.1236
495	1	+	153140	153159	YAR002W	CDS	138.41555
496	1	+	153244	153265	YAR002W	CDS	34.2738
497	1	+	153299	153318	YAR002W	CDS	127.38465
498	1	+	153332	153354	YAR002W	CDS	419.26975
499	1	+	153415	153441	YAR002W	CDS	16.488
500	1	+	153533	153554	YAR002W	CDS	138.8341
501	1	+	153592	153617	YAR002W	CDS	35.57475
502	1	+	153936	153965	YAR002W	3'UTR	8.5198
503	1	+	154981	154999	YAR003W	5'UTR	14.53395
504	1	+	155008	155031	YAR003W	CDS	29.04755
505	1	+	155058	155084	YAR003W	CDS	0
506	1	+	155384	155420	YAR003W	CDS	5.2853
507	1	+	155503	155523	YAR003W	CDS	0
508	1	+	155530	155558	YAR003W	CDS	120.58825
509	1	+	155583	155614	YAR003W	CDS	120.65455
510	1	+	155646	155667	YAR003W	CDS	130.8338
511	1	+	155767	155790	YAR003W	CDS	0
512	1	+	156394	156411	YAR003W	3'UTR	44.4981
513	1	+	156423	156447	YAR003W	3'UTR	4.4707
514	1	+	156517	156539	YAR003W	3'UTR	21.6091
515	1	+	156569	156594	YAR003W	3'UTR	1.62025
516	1	+	156633	156652	YAR003W	3'UTR	2.64265
517	1	+	156694	156717	YAR003W	3'UTR	458.1879
518	1	+	158990	159008	YAR008W	CDS	3.06235
519	1	+	159047	159067	YAR008W	CDS	17.78625
520	1	+	159200	159217	YAR008W	CDS	0
521	1	+	159398	159419	YAR008W	CDS	0
522	1	+	159508	159525	YAR008W	CDS	19.9788
523	1	+	159656	159678	YAR008W	CDS	9.9894
